CODPROD_PA;DESCRICAO_PA;MIN;MAX;MEDIA;DENSIDADE_FORMULA;QUANTIDADE;PADRAO_LAUDO;CODPROD_SA;DESCRICAO_SA;PESO_FORMULA;LITRAGEM
1567;"ESMALTE SINT BRILHANTE 3,6L AMARELO TRAT";0,954;0,954;0,954;0,990;1;"0,95 - 1,02 (G/CM³)";3,564;3,6;1519;"ESMALTE SINT BRILHANTE AMARELO TRATOR-SA"
389;"TINTA PISO KOKAR 3,6L BRANCO NEVE";1,340;1,348;1,344;1,330;2;"1,30 - 1,35 (G/CM³)";4,788;3,6;504;"TINTA PISO KOKAR BRANCO NEVE - SA"
1619;"ESMALTE SINT BRILHANTE 0,9L VERM. GOYA";0,949;0,952;0,950;1,002;3;"0,94-1,00 (G/CM³)";0,902;0,9;1542;"ESMALTE SINT BRILHANTE VERMELHO GOYA- SA"
103;"PREMIUM ACET SEDA 18L BRANCO NEVE";1,185;1,198;1,191;1,200;6;"1,18-1,24 (G/CM³)";21,600;18,0;498;"PREMIUM ACET SEDA BRANCO NEVE - SA"
2133;"STANDARD FS 3,6L CAFE COM LEITE ";1,260;1,268;1,264;1,325;2;"1,25-1,30 G/CM³";4,770;3,6;2098;"STANDARD FS CAFE COM LEITE- SA "
3585;"ESMALTE SINT ACETINADO 0,9L BRANCO NEVE";1,191;1,191;1,191;1,200;1;"1,15 - 1,25";1,080;0,9;3583;"ESMALTE SINT ACETINADO BRANCO NEVE - SA"
1573;"ESMALTE SINT BRILHANTE 3,6L BRANCO NEVE";1,036;1,061;1,047;1,050;18;"1,03 - 1,08 (G/CM³)";3,781;3,6;1525;"ESMALTE SINT BRILHANTE BRANCO NEVE - SA"
2699;"FIT ACR FS ECONOMICO 3,6L LILAS";1,320;1,340;1,330;1,340;2;"1,32-1,37 G/CM3";4,824;3,6;2694;"FIT ACR FS ECONOMICO LILAS - SA"
3157;"PREMIUM FOSCO 3,6L TITANIO";1,230;1,256;1,242;1,300;3;1,21-1,26;4,680;3,6;3056;"PREMIUM FOSCO TITANIO - SA"
1566;"ESMALTE SINT BRILHANTE 3,6L AMARELO OURO";0,947;0,950;0,950;0,960;6;"0,94 G/CM³";3,456;3,6;1518;"ESMALTE SINT BRILHANTE AMARELO OURO - SA"
2968;"STANDARD SB 3,6L CINZA PRATEADO";1,130;1,149;1,140;1,181;2;"1,18-1,22 G/CM3";4,250;3,6;2883;"STANDARD SB CINZA PRATEADO - SA"
3342;"PREMIUM ACET SEDA 18L BEGE FAVORITO";1,110;1,110;1,110;1,160;1;"1,18-1,22 G/CM3";20,880;18,0;3030;"PREMIUM ACET SEDA BEGE FAVORITO - SA"
22;"ECONOMICO FOSCO 18L BRANCO GELO";1,334;1,347;1,341;1,350;12;"1,32-1,37 (G/CM³)";24,300;18,0;632;"ECONOMICO FOSCO  BRANCO GELO - SA"
1603;"ESMALTE SINT BRILHANTE 0,9L CINZA MEDIO";0,950;0,974;0,963;1,000;6;"0,94 - 1,00 (G/CM³)";0,900;0,9;1527;"ESMALTE SINT BRILHANTE CINZA MEDIO - SA"
43;"ECONOMICO FOSCO 3,6L PEROLA";1,340;1,340;1,340;1,350;1;"1,32-1,37 (G/CM³)";4,860;3,6;633;"ECONOMICO FOSCO PEROLA - SA"
237;"STANDARD SB 18L PALHA";1,087;1,090;1,089;1,100;4;"1,10-1,15 G/CM³";19,800;18,0;621;"STANDARD SB PALHA - SA"
184;"PREMIUM SEMIBRILHO 18L BRANCO GELO";1,156;1,156;1,156;1,200;1;"1,10 - 1,20 (G/CM³)";21,600;18,0;565;"PREMIUM SEMIBRILHO BRANCO GELO - SA"
2167;"STANDARD FS 3,6L AMARELO REAL ";1,310;1,318;1,314;1,330;2;"1,30 -1,34";4,788;3,6;2161;"STANDARD FS AMARELO REAL - SA "
2845;"STANDARD FS 18L VITORIA REGIA";1,280;1,280;1,280;1,300;1;"1,32-1,37 G/CM3";23,400;18,0;2815;"STANDARD FS VITORIA REGIA  - SA"
2824;"STANDARD FS 18L NEVOA";1,285;1,312;1,300;1,310;3;1,32-1,37;23,580;18,0;2931;"STANDARD FS NEVOA - SA"
3159;"PREMIUM FOSCO 3,6L PRETO";1,295;1,340;1,317;1,300;3;"1,20 - 1,25";4,680;3,6;3058;"PREMIUM FOSCO PRETO - SA"
3093;"PREMIUM FOSCO 18L PRETO";1,295;1,340;1,317;1,300;3;"1,20 - 1,25";23,400;18,0;3058;"PREMIUM FOSCO PRETO - SA"
2572;"STANDARD FS 3,6L BEGE FAVORITO";1,314;1,314;1,314;1,350;1;1,32-1,36;4,860;3,6;2569;"STANDARD FS  BEGE FAVORITO"
2873;"STANDARD FS 3,6L TURMALINA AZUL";1,295;1,295;1,295;1,310;1;"1,32-1,37 G/CM3";4,716;3,6;2814;"STANDARD FS TURMALINA  - SA"
146;"PREMIUM FOSCO 3,6L BRANCO GELO";1,435;1,435;1,435;1,340;1;"1,40 - 1,45 (G/CM³)";4,824;3,6;534;"PREMIUM FOSCO BRANCO GELO - SA"
754;"GESSO & DRYWALL KOKAR 18L BRANCO NEVE ";1,393;1,393;1,393;1,300;1;"1,25 - 1,35 (G/CM³)";23,400;18,0;756;"GESSO & DRYWALL KOKAR BRANCO NEVE - SA"
2826;"STANDARD FS 18L CINZA TAUPE";1,235;1,235;1,235;1,310;1;1,25-1,32;23,580;18,0;2796;"STANDARD FS CINZA TAUPE - SA"
2941;"STANDARD SB 18L ARAPONGA";1,145;1,145;1,145;1,180;1;1,10-1,17;21,240;18,0;2885;"STANDARD SB ARAPONGA - SA"
1665;"VERNIZ FILTRO SOLAR 3,6L MOGNO";0,948;0,970;0,959;0,950;5;"0,90 - 0,95 (G/CM³)";3,419;3,6;1663;"VERNIZ FILTRO SOLAR MOGNO KOKAR - SA"
1626;"FUNDO GALVANIZADO 3,6L BRANCO";1,172;1,172;1,172;1,100;1;1,13-1,16;3,960;3,6;1546;"FUNDO GALVANIZADO BRANCO - SA"
273;"RESINA ACR BA KOKAR 18L INCOLOR";0,970;1,008;0,991;1,000;3;"1,00 - 1,03 (G/CM³)";18,000;18,0;502;"RESINA ACR BA KOKAR INCOLOR - SA"
2907;"FIT ACR FS ECONOMICO 16L MARFIM";1,326;1,355;1,341;1,340;6;1,30-1,35;21,440;16,0;2906;"FIT ACR ECONOMICO MARFIM - SA"
1589;"ESMALTE SINT BRILHANTE 3,6L VERDE FOLHA";0,950;0,970;0,957;0,980;6;"0,940-0,970 (G/CM³)";3,528;3,6;1540;"ESMALTE SINT BRILHANTE VERDE FOLHA - SA"
1647;"FUNDO E ACABAMENTO 18L CINZA MEDIO";1,050;1,073;1,065;1,080;5;1,05-1,10;19,440;18,0;1553;"FUNDO E ACABAMENTO CINZA MEDIO - SA"
2737;"ECONOMICO FOSCO 18L ARAPONGA";1,335;1,335;1,335;1,339;1;1,32-1,37;24,100;18,0;2709;"ECONOMICO FOSCO ARAPONGA - SA"
271;"RESINA ACR BA KOKAR 18L CINZA";1,046;1,049;1,048;1,025;2;"1,02 - 1,05 G/CM³";18,450;18,0;649;"RESINA ACR BA KOKAR CINZA - SA"
2759;"ECONOMICO FOSCO 18L BOTO ROSA";1,330;1,330;1,330;1,340;1;"1,32-1,37 G/CM3";24,120;18,0;2731;"ECONOMICO FOSCO BOTO ROSA - SA"
1650;"FUNDO E ACABAMENTO 3,6L AZUL DEL REY";1,032;1,050;1,041;1,030;4;1,00-1,10;3,707;3,6;1550;"FUNDO E ACABAMENTO AZUL DEL REY- SA"
263;"STANDARD SB 3,6L VERDE LIMAO";1,152;1,152;1,152;1,140;1;"MINIMO 1,12 G/CM³";4,104;3,6;625;"STANDARD SB VERDE LIMAO - SA"
1591;"ESMALTE SINT BRILHANTE 3,6L VERMELHO GOY";0,949;0,952;0,950;1,002;3;"0,94-1,00 (G/CM³)";3,608;3,6;1542;"ESMALTE SINT BRILHANTE VERMELHO GOYA- SA"
3086;"PREMIUM FOSCO 18L ARAPONGA";1,443;1,443;1,443;1,400;1;1,28-1,47;25,200;18,0;3045;"PREMIUM FOSCO ARAPONGA - SA"
1659;"VERNIZ COPAL KOKAR 0,9L";0,929;0,947;0,936;0,920;4;"0,88 - 0,93 (G/CM³)";0,828;0,9;1657;"VERNIZ COPAL KOKAR - SA"
2757;"ECONOMICO FOSCO 18L FERVEDOURO";1,313;1,343;1,328;1,340;2;"1,32-1,37 G/CM3";24,120;18,0;2728;"ECONOMICO FOSCO FERVEDOURO - SA"
1623;"ESMALTE SINT FOSCO 0,9L PRETO";1,152;1,170;1,163;1,160;4;"1,15 - 1,20 (G/CM³)";1,044;0,9;1543;"ESMALTE SINT FOSCO PRETO - SA"
2991;"STANDARD SB 3,6L TURMALINA AZUL";1,154;1,154;1,154;1,170;1;1,15-1,22;4,212;3,6;2933;"STANDARD SB TURMALINA - SA"
1202;"RESINA ACR BA KOKAR 18L PEROLA";1,050;1,050;1,050;1,070;1;"1,03 - 1,08 G/CM³";19,260;18,0;1201;"RESINA ACR BA KOKAR PEROLA - SA"
243;"STANDARD SB 3,6L AREIA";1,150;1,162;1,156;1,180;2;"1,15 - 1,18 G/CM³";4,248;3,6;605;"STANDARD SB AREIA - SA"
2789;"ECONOMICO FOSCO 3,6L SANHACU";1,296;1,296;1,296;1,340;1;1,32-1,37;4,824;3,6;2733;"ECONOMICO FOSCO SANHACU - SA"
378;"TINTA PISO KOKAR 18L CINZA";1,310;1,349;1,331;1,340;15;"1,30 - 1,35 (G/CM³)";24,120;18,0;720;"TINTA PISO KOKAR CINZA - SA"
2704;"FIT ACR FS ECONOMICO 16L LILAS";1,320;1,340;1,330;1,340;2;"1,32-1,37 G/CM3";21,440;16,0;2694;"FIT ACR FS ECONOMICO LILAS - SA"
379;"TINTA PISO KOKAR 18L CONCRETO";1,321;1,350;1,339;1,340;11;"1,30 - 1,35 (G/CM³)";24,120;18,0;721;"TINTA PISO KOKAR CONCRETO - SA"
11;"ECONOMICO FOSCO 18L BRANCO NEVE";1,336;1,373;1,351;1,330;10;"1,32 - 1,37 (G/CM³)";23,940;18,0;494;"ECONOMICO FOSCO BRANCO NEVE - SA"
2848;"STANDARD FS 18L IPE ROSA";1,307;1,307;1,307;1,310;1;"1,32-1,37 G/CM3";23,580;18,0;2818;"STANDARD FS IPE ROSA - SA"
1180;"STANDARD SB 18L VERDE MUSGO";1,130;1,130;1,130;1,190;1;"1,10-1,15 G/CM³";21,420;18,0;1179;"STANDARD SB VERDE MUSGO - SA"
999;"FIT MASSA CORRIDA PVA 25KG";1,690;1,750;1,715;1,680;158;"1,70-1,75 (G/CM³)";25,000;14,9;1000;"FIT MASSA CORRIDA PVA - SA"
393;"TINTA PISO KOKAR 3,6L LARANJA";1,326;1,348;1,335;1,328;3;"1,28 - 1,33 (G/CM³)";4,780;3,6;723;"TINTA PISO KOKAR LARANJA - SA"
2925;"PREMIUM FOSCO 3,6L VERMELHO AMOR";1,273;1,273;1,273;1,300;1;"1,20-135 G/CM³";4,680;3,6;2924;"PREMIUM FOSCO VERMELHO AMOR - SA"
1602;"ESMALTE SINT BRILHANTE 0,9L CAMURCA";0,960;0,960;0,960;1,030;1;"0,95 - 1,00 (G/CM³)";0,927;0,9;1526;"ESMALTE SINT BRILHANTE CAMURCA - SA"
990;"FIT ACR FS ECONOMICO 16L BRANCO GELO";1,328;1,377;1,340;1,345;38;"1,33 - 1,37 G/CM³";21,520;16,0;982;"FIT ACR ECONOMICO  BRANCO GELO - SA"
1584;"ESMALTE SINT BRILHANTE 3,6L PRETO";0,950;0,984;0,968;0,980;15;"0,95 - 1,02 (G/CM³)";3,528;3,6;1535;"ESMALTE SINT BRILHANTE PRETO - SA"
1900;"FIT ACR FS ECONOMICO 3,6L AREIA";1,334;1,347;1,339;1,345;5;"1,30 - 1,35 G/CM³";4,842;3,6;1414;"FIT ACR  ECONOMICO AREIA - SA"
